timestamp,packet_type,protocol,qos_class,access_type,backhaul_type,path_hops,size_bytes,throughput_mbps,base_rtt_ms,jitter_ms,congestion_level_0to1,loss_rate_percent,queue_delay_ms,processing_delay_ms,tx_delay_ms,retransmission_penalty_ms,final_one_way_time_ms
2025-08-13T08:53:49.581558,video_chunk,TCP,video,Fiber,fiber,12,1942743,451.1245298114088,10.986584841970366,1.1132259155576607,0.4173734424574753,0.16260281113600508,13.936047237504278,0.9241054738596206,34.451560429438985,0.9002925475219337,56.81852402486766
2025-08-13T08:53:49.581836,gaming_udp,UDP,ultra_reliable_low_latency,4G,fiber,19,109,50.6382544481011,29.17022549267169,4.561497707845318,0.6704381281867049,1.7733087502151994,8.989745674529852,0.6560699842170359,0.017220182834179414,4.739393669238919,33.54903996500115
2025-08-13T08:53:49.582091,web_small_obj,TCP,best_effort,5G,mmwave,10,3267,339.3353169786231,18.07104767065472,1.1775632035499313,0.26714242775427166,0.0623907655518999,7.136507670644625,0.5399156305505355,0.07702116075836124,0.2852163206913903,18.2517478215222
2025-08-13T08:53:49.582317,video_chunk,TCP,video,FixedWireless,mmwave,15,2120928,67.74323731547564,21.469499540000424,3.243234579337005,0.5708436689269618,1.2567954530870369,26.068999548319585,1.6693305192039918,250.4666837958136,10.474842862271222,302.6578410749456
2025-08-13T08:53:49.582497,file_transfer_tcp,TCP,best_effort,5G,mmwave,15,23373627,368.8208484604476,8.768863911479148,0.3275487045083494,0.6196779179631248,0.16934693838765513,38.40007220111132,2.270204442119109,506.9914479632588,0.9452851057047899,553.3189903724419
2025-08-13T08:53:49.582667,file_transfer_tcp,TCP,best_effort,4G,microwave,17,13719242,62.61654634813188,29.942120204440258,4.475840874215729,0.2207840999713262,0.07924227733253225,4.8745618800148565,1.9926940745579476,1752.7944672929798,0.3799953948689855,1779.4886196188575
2025-08-13T08:53:49.582833,video_chunk,TCP,video,FixedWireless,mixed,13,4933874,73.24914624394808,29.782444692693176,3.245248112187033,0.18131352819166607,0.4035342150862894,2.629967640424807,1.8863503120016598,538.859413713114,2.6797015795787122,564.1919037036528
2025-08-13T08:53:49.583027,web_small_obj,TCP,best_effort,4G,mixed,13,4790,22.9462094153145,43.768511159105586,3.3798498301479634,0.5536469651389051,1.8554028776184484,30.652496200752,0.903053218135011,1.6699926034155732,16.71690470082895,75.20655213283229
2025-08-13T08:53:49.583335,iot_mqtt,TCP,ultra_reliable_low_latency,4G,mmwave,13,323,61.8612642801855,60.18360384495573,2.5881856569654653,0.4761520655855821,1.4898847705072482,4.534415791228329,0.5416862309010051,0.04177088894104075,12.847339851210194,50.6452003417239
2025-08-13T08:53:49.583540,iot_mqtt,TCP,ultra_reliable_low_latency,4G,fiber,18,237,77.85956543703325,45.537365128878285,5.7100378444592295,0.5154937038067875,0.12393516115548314,5.314675173288799,0.5230689368464327,0.024351535862775102,0.6499252930331174,34.9907413479295
2025-08-13T08:53:49.583710,web_large_obj,TCP,best_effort,4G,fiber,10,115318,79.82827686371958,44.86242529461927,2.7227623636108014,0.23476146042471244,0.8700867519997111,5.511294330074382,3.537405378805455,11.556606709361134,6.737597500996515,52.49687893015792
2025-08-13T08:53:49.584051,voip_rtp,UDP,voice,5G,fiber,15,127,450.51899173652276,9.374506547656159,0.39852989190091664,0.23343620635483753,0.08181376639432751,2.179698497493532,0.8682419964713903,0.002255176848558224,0.16075667553330325,8.296735512075779
2025-08-13T08:53:49.584292,gaming_udp,UDP,ultra_reliable_low_latency,FixedWireless,microwave,11,52,95.22930733679718,29.772323579706047,3.1679044845398425,0.6783733114593878,0.20869627948600508,9.203806994007513,1.1367299887367346,0.004368403085499028,0.45032511520633384,28.849296775428947
2025-08-13T08:53:49.584462,iot_mqtt,TCP,ultra_reliable_low_latency,4G,fiber,19,190,74.46833281057171,47.07239869137829,1.0830883224407806,0.2532300989556843,1.1883426887356472,1.2825096603421136,0.9177726063626614,0.02041136067684621,9.793998516477691,36.633979811989235
2025-08-13T08:53:49.584627,video_chunk,TCP,video,4G,fiber,17,4364639,80.40434344406206,64.85551299762886,9.754016433089406,0.5764595611924399,0.5811958922017002,26.58445005521443,2.942060440861698,434.268977325735,4.151614680618157,510.12887543433317
2025-08-13T08:53:49.584787,dns_query,UDP,best_effort,5G,fiber,8,94,47.953159990829185,19.08334141154421,3.051609621408818,0.6462055270743594,0.23914765762338283,41.758158322145064,0.8237033461490617,0.01568196965838782,0.5231096550930813,55.71393362022651
2025-08-13T08:53:49.584948,web_small_obj,TCP,best_effort,FixedWireless,mixed,13,3045,66.62118390778333,21.09974108447709,3.626711260316465,0.3610037361370546,0.23973924687914497,13.032369750491215,2.6604189126797575,0.3656494611941898,1.4345541946825258,31.669574121602697
2025-08-13T08:53:49.585106,web_small_obj,TCP,best_effort,5G,mixed,11,13312,459.72857388113846,8.741264119825374,2.3923911745601636,0.1879109042029144,0.06906590470809185,3.5310507918356873,2.6325236386684003,0.23164972997204702,0.3222155101605245,13.48046290510951
2025-08-13T08:53:49.585300,voip_rtp,UDP,voice,4G,fiber,18,126,85.20024836899958,28.474637334304624,3.5829862957188587,0.5998801179411389,1.7819776537066214,14.394246236042992,0.4580406113908804,0.011830951426742136,4.7648855140242965,37.44930827575608
2025-08-13T08:53:49.585495,iot_mqtt,TCP,ultra_reliable_low_latency,Fiber,fiber,7,215,911.2675439237286,10.528199769079077,1.173736058715059,0.46847751226278816,0.1914225579599265,4.389423589918617,0.7615735018061627,0.001887480807880019,1.0950191999138792,12.685739715701137
2025-08-13T08:53:49.585758,web_small_obj,TCP,best_effort,4G,fiber,15,7919,15.78316287130856,48.9140070498087,2.7348053198190767,0.3214134186895338,0.4812161391229365,10.330658571369357,1.8427060679916387,4.0138976272724465,3.3100779170722294,46.68914902842909
2025-08-13T08:53:49.585943,file_transfer_tcp,TCP,best_effort,Fiber,fiber,12,21974571,141.45017479551296,14.652518303907698,1.2101272818315607,0.4031923260855532,0.11408053634722162,16.25640518142791,3.927556238387604,1242.8161948483964,0.5884151701005577,1272.1249578720976
2025-08-13T08:53:49.586091,web_small_obj,TCP,best_effort,Fiber,fiber,7,2830,136.4885945664315,9.335207375807421,0.3066849334576816,0.30113252870937146,0.1045396707838825,9.068079984690042,1.1256072454114883,0.1658746657324594,0.5298675816945123,15.863718098889894
2025-08-13T08:53:49.586255,iot_mqtt,TCP,ultra_reliable_low_latency,FixedWireless,mmwave,12,311,82.00280892717396,27.917406435664166,1.031542542810499,0.34084533095456127,0.041187734318173484,2.3235107926704877,0.23680211361740222,0.03034042409705225,0.17328121276939867,17.75418030379692
2025-08-13T08:53:49.586438,web_large_obj,TCP,best_effort,4G,fiber,14,356063,17.163342113161153,24.891708032550074,0.6052961782378747,0.10064950087295867,0.6111280350849945,1.0130322025975707,2.498450458505885,165.96441306240214,4.409492865272933,186.93653878329144
2025-08-13T08:53:49.586613,control_syn_ack,TCP,best_effort,5G,microwave,15,43,51.664976638313604,18.469469794628537,2.170208332146629,0.40370807864335745,0.18096397595802236,16.298021276191125,0.5666023123932133,0.006658282310049419,1.0236242151774952,29.299849315532782
2025-08-13T08:53:49.586774,voip_rtp,UDP,voice,FixedWireless,microwave,17,124,55.61494655174739,39.029764095597855,2.1238124874216338,0.37855499619804545,0.4115390350593211,5.732155405860087,0.7245781083045937,0.017836931643492374,0.9504124784985067,29.063677459527245
2025-08-13T08:53:49.586933,dns_query,UDP,best_effort,4G,fiber,14,66,75.18525954103374,25.908241381082814,3.7864147609213314,0.3583563952447579,0.8963125045688631,12.841930601281712,1.266484482374929,0.007022653153332991,2.23751209823855,33.09348528651126
2025-08-13T08:53:49.587091,web_small_obj,TCP,best_effort,5G,fiber,15,7073,449.5332232655685,12.25027963667378,0.4013763142668879,0.18436302699600157,0.11770529141880771,3.3989725723128403,2.7563822666989166,0.12587278775293578,0.6109211772193512,13.418664936587822
2025-08-13T08:53:49.587248,iot_mqtt,TCP,ultra_reliable_low_latency,4G,fiber,13,226,100.11241653581307,24.99924435809317,4.833722887131721,0.3390509281232247,0.6784373499725097,2.2991106372244015,0.7054697697358394,0.018059697913227646,4.998522997529927,25.354508168581702
2025-08-13T08:53:49.587410,web_small_obj,TCP,best_effort,FixedWireless,mmwave,12,13130,98.1202868506336,20.318197375605724,2.770528568464187,0.4283789610147887,0.40094441899836586,18.35085342401098,2.7192604568957495,1.0705227570308689,2.6590775465311483,37.729341440735794
2025-08-13T08:53:49.587579,dns_query,UDP,best_effort,LEO_Satellite,mixed,12,68,19.32573972575251,61.65287211011153,9.668990919800457,0.41889619386645416,0.191452300665044,17.547402123580195,0.4382929270912296,0.02814898719116521,0.4095685870528358,58.91883959977165
2025-08-13T08:53:49.587769,web_small_obj,TCP,best_effort,5G,fiber,11,11580,439.3852307933604,14.300916500137145,0.820438271315027,0.043322821538943034,0.042157567634206736,0.18768668660951066,2.2627109107416494,0.21084004082870025,0.17818890136940985,10.81032306093287
2025-08-13T08:53:49.587945,web_small_obj,TCP,best_effort,4G,fiber,11,13714,8.279048951819638,32.68410869365694,3.6637243045929924,0.42196180911223924,1.4761095800714068,17.805176834927384,1.214280215704652,13.251763655279099,12.704931103261726,64.98193046059431
2025-08-13T08:53:49.588156,gaming_udp,UDP,ultra_reliable_low_latency,5G,fiber,15,107,250.22526490793814,8.206626069726878,0.6036477957426135,0.2559924910491487,0.07809879959855902,1.3106431094709692,0.41680910658649123,0.0034209175492927782,0.15274562712167608,6.590579591334482
2025-08-13T08:53:49.588347,control_syn_ack,TCP,best_effort,FixedWireless,mixed,16,42,115.70505037041602,37.52895026227472,1.3057791701709756,0.3611776891554731,0.40448500854732394,13.044932314368754,0.7174786893349792,0.0029039354714797305,2.687279948642705,36.522849189126255
2025-08-13T08:53:49.588529,dns_query,UDP,best_effort,4G,fiber,15,96,25.262026544839877,68.71974038330833,1.635799885339056,0.7722006058504342,1.0363693921187265,59.629377567577755,1.8989041061301517,0.03040136145201204,2.6249801721412305,100.17933328429437
2025-08-13T08:53:49.588725,voip_rtp,UDP,voice,FixedWireless,mmwave,9,69,41.42845394781013,38.31821208385033,2.8818730886440282,0.5939430417909186,0.5466147475667905,14.110733475673957,0.7996626399808577,0.013324175714966023,1.298701883832106,38.26340130577108
2025-08-13T08:53:49.588861,control_syn_ack,TCP,best_effort,Fiber,fiber,12,73,276.85309179010846,5.368218676359914,1.2505206748951219,0.3081391494339971,0.08670349952208774,9.49497354139072,0.39787848139455817,0.0021094219906445904,0.4233250299996485,14.252916487850651
2025-08-13T08:53:49.588996,control_syn_ack,TCP,best_effort,LEO_Satellite,mixed,12,52,83.23047665345597,42.252967715281976,4.45321047166093,0.05195543412780156,0.6012394626651257,0.2699367135408327,0.8178547133885115,0.004998169140999705,4.324012783773787,30.99649670914605
